data,abrangencia,pop,variavel,valor,data_formatada,lideranca
2º trimestre 2020,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.3,2020-05-01,Jair Bolsonaro
3º trimestre 2020,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2020-08-01,Jair Bolsonaro
3º trimestre 2020,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2020-08-01,Jair Bolsonaro
3º trimestre 2020,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.3,2020-08-01,Jair Bolsonaro
4º trimestre 2020,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2020-11-01,Jair Bolsonaro
4º trimestre 2020,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2020-11-01,Jair Bolsonaro
4º trimestre 2020,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.3,2020-11-01,Jair Bolsonaro
1º trimestre 2021,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2021-02-01,Jair Bolsonaro
1º trimestre 2021,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.3,2021-02-01,Jair Bolsonaro
1º trimestre 2021,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.4,2021-02-01,Jair Bolsonaro
2º trimestre 2021,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2021-05-01,Jair Bolsonaro
2º trimestre 2021,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2021-05-01,Jair Bolsonaro
2º trimestre 2021,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.3,2021-05-01,Jair Bolsonaro
3º trimestre 2021,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2021-08-01,Jair Bolsonaro
3º trimestre 2021,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2021-08-01,Jair Bolsonaro
3º trimestre 2021,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2021-08-01,Jair Bolsonaro
4º trimestre 2021,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2021-11-01,Jair Bolsonaro
4º trimestre 2021,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2021-11-01,Jair Bolsonaro
4º trimestre 2021,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2021-11-01,Jair Bolsonaro
1º trimestre 2022,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2022-02-01,Jair Bolsonaro
1º trimestre 2022,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2022-02-01,Jair Bolsonaro
1º trimestre 2022,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2022-02-01,Jair Bolsonaro
2º trimestre 2022,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2022-05-01,Jair Bolsonaro
2º trimestre 2022,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2022-05-01,Jair Bolsonaro
2º trimestre 2022,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2022-05-01,Jair Bolsonaro
3º trimestre 2022,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2022-08-01,Jair Bolsonaro
3º trimestre 2022,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.1,2022-08-01,Jair Bolsonaro
3º trimestre 2022,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2022-08-01,Jair Bolsonaro
4º trimestre 2022,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2022-11-01,Jair Bolsonaro
4º trimestre 2022,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2022-11-01,Jair Bolsonaro
4º trimestre 2022,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2022-11-01,Jair Bolsonaro
1º trimestre 2023,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2023-02-01,Luiz Inácio Lula da Silva
1º trimestre 2023,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2023-02-01,Luiz Inácio Lula da Silva
1º trimestre 2023,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2023-02-01,Luiz Inácio Lula da Silva
2º trimestre 2023,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2023-05-01,Luiz Inácio Lula da Silva
2º trimestre 2023,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2023-05-01,Luiz Inácio Lula da Silva
2º trimestre 2023,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2023-05-01,Luiz Inácio Lula da Silva
3º trimestre 2023,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2023-08-01,Luiz Inácio Lula da Silva
3º trimestre 2023,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2023-08-01,Luiz Inácio Lula da Silva
3º trimestre 2023,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2023-08-01,Luiz Inácio Lula da Silva
4º trimestre 2023,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2023-11-01,Luiz Inácio Lula da Silva
4º trimestre 2023,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.1,2023-11-01,Luiz Inácio Lula da Silva
4º trimestre 2023,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2023-11-01,Luiz Inácio Lula da Silva
1º trimestre 2024,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2024-02-01,Luiz Inácio Lula da Silva
1º trimestre 2024,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.1,2024-02-01,Luiz Inácio Lula da Silva
1º trimestre 2024,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2024-02-01,Luiz Inácio Lula da Silva
2º trimestre 2024,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2024-05-01,Luiz Inácio Lula da Silva
2º trimestre 2024,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.1,2024-05-01,Luiz Inácio Lula da Silva
2º trimestre 2024,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2024-05-01,Luiz Inácio Lula da Silva
3º trimestre 2024,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2024-08-01,Luiz Inácio Lula da Silva
3º trimestre 2024,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2024-08-01,Luiz Inácio Lula da Silva
3º trimestre 2024,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2024-08-01,Luiz Inácio Lula da Silva
4º trimestre 2024,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2024-11-01,Luiz Inácio Lula da Silva
4º trimestre 2024,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.1,2024-11-01,Luiz Inácio Lula da Silva
4º trimestre 2024,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2024-11-01,Luiz Inácio Lula da Silva
1º trimestre 2025,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2025-02-01,Luiz Inácio Lula da Silva
1º trimestre 2025,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2025-02-01,Luiz Inácio Lula da Silva
1º trimestre 2025,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2025-02-01,Luiz Inácio Lula da Silva
2º trimestre 2025,Brasil,Total,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,,2025-05-01,Luiz Inácio Lula da Silva
2º trimestre 2025,Brasil,Homens,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.1,2025-05-01,Luiz Inácio Lula da Silva
2º trimestre 2025,Brasil,Mulheres,Coeficiente de variação  Distribuição percentual das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,0.2,2025-05-01,Luiz Inácio Lula da Silva
1º trimestre 2012,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",7613.0,2012-02-01,Dilma Rousseff
1º trimestre 2012,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3389.0,2012-02-01,Dilma Rousseff
1º trimestre 2012,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4224.0,2012-02-01,Dilma Rousseff
2º trimestre 2012,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",7319.0,2012-05-01,Dilma Rousseff
2º trimestre 2012,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3384.0,2012-05-01,Dilma Rousseff
2º trimestre 2012,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3935.0,2012-05-01,Dilma Rousseff
3º trimestre 2012,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6897.0,2012-08-01,Dilma Rousseff
3º trimestre 2012,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3183.0,2012-08-01,Dilma Rousseff
3º trimestre 2012,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3714.0,2012-08-01,Dilma Rousseff
4º trimestre 2012,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6684.0,2012-11-01,Dilma Rousseff
4º trimestre 2012,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3168.0,2012-11-01,Dilma Rousseff
4º trimestre 2012,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3516.0,2012-11-01,Dilma Rousseff
1º trimestre 2013,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",7807.0,2013-02-01,Dilma Rousseff
1º trimestre 2013,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3595.0,2013-02-01,Dilma Rousseff
1º trimestre 2013,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4212.0,2013-02-01,Dilma Rousseff
2º trimestre 2013,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",7338.0,2013-05-01,Dilma Rousseff
2º trimestre 2013,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3363.0,2013-05-01,Dilma Rousseff
2º trimestre 2013,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3974.0,2013-05-01,Dilma Rousseff
3º trimestre 2013,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6861.0,2013-08-01,Dilma Rousseff
3º trimestre 2013,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3167.0,2013-08-01,Dilma Rousseff
3º trimestre 2013,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3694.0,2013-08-01,Dilma Rousseff
4º trimestre 2013,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6100.0,2013-11-01,Dilma Rousseff
4º trimestre 2013,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2853.0,2013-11-01,Dilma Rousseff
4º trimestre 2013,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3247.0,2013-11-01,Dilma Rousseff
1º trimestre 2014,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",7081.0,2014-02-01,Dilma Rousseff
1º trimestre 2014,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3303.0,2014-02-01,Dilma Rousseff
1º trimestre 2014,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3778.0,2014-02-01,Dilma Rousseff
2º trimestre 2014,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6801.0,2014-05-01,Dilma Rousseff
2º trimestre 2014,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3265.0,2014-05-01,Dilma Rousseff
2º trimestre 2014,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3536.0,2014-05-01,Dilma Rousseff
3º trimestre 2014,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6747.0,2014-08-01,Dilma Rousseff
3º trimestre 2014,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3192.0,2014-08-01,Dilma Rousseff
3º trimestre 2014,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3554.0,2014-08-01,Dilma Rousseff
4º trimestre 2014,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6488.0,2014-11-01,Dilma Rousseff
4º trimestre 2014,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3145.0,2014-11-01,Dilma Rousseff
4º trimestre 2014,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3343.0,2014-11-01,Dilma Rousseff
1º trimestre 2015,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",7965.0,2015-02-01,Dilma Rousseff
1º trimestre 2015,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3755.0,2015-02-01,Dilma Rousseff
1º trimestre 2015,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4210.0,2015-02-01,Dilma Rousseff
2º trimestre 2015,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",8408.0,2015-05-01,Dilma Rousseff
2º trimestre 2015,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4065.0,2015-05-01,Dilma Rousseff
2º trimestre 2015,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4342.0,2015-05-01,Dilma Rousseff
3º trimestre 2015,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",9048.0,2015-08-01,Dilma Rousseff
3º trimestre 2015,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4416.0,2015-08-01,Dilma Rousseff
3º trimestre 2015,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4632.0,2015-08-01,Dilma Rousseff
4º trimestre 2015,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",9122.0,2015-11-01,Dilma Rousseff
4º trimestre 2015,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4426.0,2015-11-01,Dilma Rousseff
4º trimestre 2015,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4696.0,2015-11-01,Dilma Rousseff
1º trimestre 2016,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",11153.0,2016-02-01,Dilma Rousseff
1º trimestre 2016,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",5451.0,2016-02-01,Dilma Rousseff
1º trimestre 2016,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",5702.0,2016-02-01,Dilma Rousseff
2º trimestre 2016,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",11583.0,2016-05-01,Dilma Rousseff
2º trimestre 2016,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",5664.0,2016-05-01,Dilma Rousseff
2º trimestre 2016,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",5918.0,2016-05-01,Dilma Rousseff
3º trimestre 2016,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",12010.0,2016-08-01,Dilma Rousseff
3º trimestre 2016,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",5970.0,2016-08-01,Dilma Rousseff
3º trimestre 2016,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6040.0,2016-08-01,Dilma Rousseff
4º trimestre 2016,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",12323.0,2016-11-01,Michel Temer
4º trimestre 2016,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6111.0,2016-11-01,Michel Temer
4º trimestre 2016,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6212.0,2016-11-01,Michel Temer
1º trimestre 2017,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",14130.0,2017-02-01,Michel Temer
1º trimestre 2017,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6949.0,2017-02-01,Michel Temer
1º trimestre 2017,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",7181.0,2017-02-01,Michel Temer
2º trimestre 2017,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",13425.0,2017-05-01,Michel Temer
2º trimestre 2017,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6597.0,2017-05-01,Michel Temer
2º trimestre 2017,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6828.0,2017-05-01,Michel Temer
3º trimestre 2017,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",12894.0,2017-08-01,Michel Temer
3º trimestre 2017,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6341.0,2017-08-01,Michel Temer
3º trimestre 2017,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6552.0,2017-08-01,Michel Temer
4º trimestre 2017,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",12279.0,2017-11-01,Michel Temer
4º trimestre 2017,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6059.0,2017-11-01,Michel Temer
4º trimestre 2017,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6219.0,2017-11-01,Michel Temer
1º trimestre 2018,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",13671.0,2018-02-01,Michel Temer
1º trimestre 2018,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6721.0,2018-02-01,Michel Temer
1º trimestre 2018,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6950.0,2018-02-01,Michel Temer
2º trimestre 2018,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",12948.0,2018-05-01,Michel Temer
2º trimestre 2018,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6363.0,2018-05-01,Michel Temer
2º trimestre 2018,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6585.0,2018-05-01,Michel Temer
3º trimestre 2018,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",12495.0,2018-08-01,Michel Temer
3º trimestre 2018,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6087.0,2018-08-01,Michel Temer
3º trimestre 2018,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6408.0,2018-08-01,Michel Temer
4º trimestre 2018,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",12215.0,2018-11-01,Michel Temer
4º trimestre 2018,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",5858.0,2018-11-01,Michel Temer
4º trimestre 2018,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6358.0,2018-11-01,Michel Temer
1º trimestre 2019,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",13439.0,2019-02-01,Jair Bolsonaro
1º trimestre 2019,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6374.0,2019-02-01,Jair Bolsonaro
1º trimestre 2019,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",7065.0,2019-02-01,Jair Bolsonaro
2º trimestre 2019,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",12797.0,2019-05-01,Jair Bolsonaro
2º trimestre 2019,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6046.0,2019-05-01,Jair Bolsonaro
2º trimestre 2019,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6751.0,2019-05-01,Jair Bolsonaro
3º trimestre 2019,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",12581.0,2019-08-01,Jair Bolsonaro
3º trimestre 2019,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",5874.0,2019-08-01,Jair Bolsonaro
3º trimestre 2019,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6707.0,2019-08-01,Jair Bolsonaro
4º trimestre 2019,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",11698.0,2019-11-01,Jair Bolsonaro
4º trimestre 2019,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",5432.0,2019-11-01,Jair Bolsonaro
4º trimestre 2019,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6265.0,2019-11-01,Jair Bolsonaro
1º trimestre 2020,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",12925.0,2020-02-01,Jair Bolsonaro
1º trimestre 2020,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6057.0,2020-02-01,Jair Bolsonaro
1º trimestre 2020,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6869.0,2020-02-01,Jair Bolsonaro
2º trimestre 2020,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",12979.0,2020-05-01,Jair Bolsonaro
2º trimestre 2020,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6626.0,2020-05-01,Jair Bolsonaro
2º trimestre 2020,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6353.0,2020-05-01,Jair Bolsonaro
3º trimestre 2020,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",14313.0,2020-08-01,Jair Bolsonaro
3º trimestre 2020,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",7137.0,2020-08-01,Jair Bolsonaro
3º trimestre 2020,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",7177.0,2020-08-01,Jair Bolsonaro
4º trimestre 2020,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",14135.0,2020-11-01,Jair Bolsonaro
4º trimestre 2020,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6730.0,2020-11-01,Jair Bolsonaro
4º trimestre 2020,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",7405.0,2020-11-01,Jair Bolsonaro
1º trimestre 2021,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",14979.0,2021-02-01,Jair Bolsonaro
1º trimestre 2021,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6914.0,2021-02-01,Jair Bolsonaro
1º trimestre 2021,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",8066.0,2021-02-01,Jair Bolsonaro
2º trimestre 2021,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",14572.0,2021-05-01,Jair Bolsonaro
2º trimestre 2021,Brasil,Homens,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",6707.0,2021-05-01,Jair Bolsonaro
2º trimestre 2021,Brasil,Mulheres,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",7864.0,2021-05-01,Jair Bolsonaro
3º trimestre 2021,Brasil,Total,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",13218.0,2021-08-01,Jair Bolsonaro
